Index	Tissue	Dataset_ID	Sample_ID	T:Tissue;C:Cellline	Cellline_name	Expression_level
41261	Skin-Cancer	GSE4845	GSM109052	T	None	9.726218
41262	Skin-Cancer	GSE4845	GSM109053	T	None	12.497353
41263	Skin-Cancer	GSE4845	GSM109054	T	None	11.696098
41264	Skin-Cancer	GSE4845	GSM109055	T	None	11.6564245
41265	Skin-Cancer	GSE4845	GSM109056	T	None	12.600377
41266	Skin-Cancer	GSE4845	GSM109057	T	None	11.061371
41267	Skin-Cancer	GSE4845	GSM109058	T	None	11.454813
41268	Skin-Cancer	GSE4845	GSM109059	T	None	12.466586
41269	Skin-Cancer	GSE4845	GSM109060	T	None	12.392586
41270	Skin-Cancer	GSE4845	GSM109061	T	None	9.197217
41271	Skin-Cancer	GSE4845	GSM109062	T	None	11.8403845
41272	Skin-Cancer	GSE4845	GSM109063	T	None	12.642052
41273	Skin-Cancer	GSE4845	GSM109064	T	None	11.705632
41274	Skin-Cancer	GSE4845	GSM109065	T	None	11.473705
41275	Skin-Cancer	GSE4845	GSM109066	T	None	11.73767
41276	Skin-Cancer	GSE4845	GSM109067	T	None	11.879583
41277	Skin-Cancer	GSE4845	GSM109068	T	None	11.962535
41278	Skin-Cancer	GSE4845	GSM109069	T	None	11.980854
41279	Skin-Cancer	GSE4845	GSM109070	T	None	12.336227
41280	Skin-Cancer	GSE4845	GSM109071	T	None	10.807355
41281	Skin-Cancer	GSE4845	GSM109072	T	None	10.40088
41282	Skin-Cancer	GSE4845	GSM109073	T	None	12.696316
41283	Skin-Cancer	GSE4845	GSM109074	T	None	11.671984
41284	Skin-Cancer	GSE4845	GSM109075	T	None	12.420486
41285	Skin-Cancer	GSE4845	GSM109076	T	None	11.960002
41286	Skin-Cancer	GSE4845	GSM109077	T	None	12.855647
41287	Skin-Cancer	GSE4845	GSM109078	T	None	12.018895
41288	Skin-Cancer	GSE4845	GSM109079	T	None	10.58684
41289	Skin-Cancer	GSE4845	GSM109080	T	None	11.723234
41290	Skin-Cancer	GSE4845	GSM109081	T	None	12.201205
41291	Skin-Cancer	GSE4845	GSM109082	T	None	11.833681
41292	Skin-Cancer	GSE4845	GSM109083	T	None	12.393123
41293	Skin-Cancer	GSE4845	GSM109084	T	None	11.38694
41294	Skin-Cancer	GSE4845	GSM109085	T	None	10.720244
41295	Skin-Cancer	GSE4845	GSM109086	T	None	11.545447
41296	Skin-Cancer	GSE4845	GSM109087	T	None	11.972621
41297	Skin-Cancer	GSE4845	GSM109088	T	None	11.039604
41298	Skin-Cancer	GSE4845	GSM109089	T	None	11.893681
41299	Skin-Cancer	GSE4845	GSM109090	T	None	12.377753
41300	Skin-Cancer	GSE4845	GSM109091	T	None	12.1755495
41301	Skin-Cancer	GSE4845	GSM109092	T	None	12.179909
41302	Skin-Cancer	GSE4845	GSM109093	T	None	12.232121
41303	Skin-Cancer	GSE4845	GSM109094	T	None	11.816983
41304	Skin-Cancer	GSE45216	GSM1099226	T	None	10.241983
41305	Skin-Cancer	GSE45216	GSM1099227	T	None	10.373953
41306	Skin-Cancer	GSE45216	GSM1099228	T	None	9.379378
41307	Skin-Cancer	GSE45216	GSM1099229	T	None	11.384244
41308	Skin-Cancer	GSE45216	GSM1099230	T	None	10.611947
41309	Skin-Cancer	GSE45216	GSM1099231	T	None	10.278449
41310	Skin-Cancer	GSE45216	GSM1099232	T	None	10.539159
41311	Skin-Cancer	GSE45216	GSM1099233	T	None	9.962896
41312	Skin-Cancer	GSE45216	GSM1099234	T	None	10.432542
41313	Skin-Cancer	GSE45216	GSM1099235	T	None	10.83605
41314	Skin-Cancer	GSE45216	GSM1099236	T	None	11.3955345
41315	Skin-Cancer	GSE45216	GSM1099237	T	None	11.06609
41316	Skin-Cancer	GSE45216	GSM1099238	T	None	9.449148
41317	Skin-Cancer	GSE45216	GSM1099239	T	None	10.125414
41318	Skin-Cancer	GSE45216	GSM1099240	T	None	8.442944
41319	Skin-Cancer	GSE45216	GSM1099241	T	None	11.549785
41320	Skin-Cancer	GSE45216	GSM1099242	T	None	11.197831
41321	Skin-Cancer	GSE45216	GSM1099243	T	None	10.226412
41322	Skin-Cancer	GSE45216	GSM1099244	T	None	10.878051
41323	Skin-Cancer	GSE45216	GSM1099245	T	None	9.430452
41324	Skin-Cancer	GSE45216	GSM1099246	T	None	11.464035
41325	Skin-Cancer	GSE45216	GSM1099247	T	None	11.393927
41326	Skin-Cancer	GSE45216	GSM1099248	T	None	10.785453
41327	Skin-Cancer	GSE45216	GSM1099249	T	None	10.886458
41328	Skin-Cancer	GSE45216	GSM1099250	T	None	11.153552
41329	Skin-Cancer	GSE45216	GSM1099251	T	None	9.105908
41330	Skin-Cancer	GSE45216	GSM1099252	T	None	9.975848
41331	Skin-Cancer	GSE45216	GSM1099253	T	None	10.496854
41332	Skin-Cancer	GSE45216	GSM1099254	T	None	9.273795
41333	Skin-Cancer	GSE45216	GSM1099255	T	None	10.98014
41359	Skin-Cancer	GSE62837	GSM1534298	T	None	9.709084
41360	Skin-Cancer	GSE62837	GSM1534299	T	None	9.881114
41361	Skin-Cancer	GSE62837	GSM1534300	T	None	9.6402445
41362	Skin-Cancer	GSE62837	GSM1534301	T	None	9.829722
41363	Skin-Cancer	GSE62837	GSM1534302	T	None	11.493355
41364	Skin-Cancer	GSE66368	GSM1620810	T	None	11.273212
41365	Skin-Cancer	GSE66368	GSM1620811	T	None	11.770664
41366	Skin-Cancer	GSE66368	GSM1620812	T	None	11.8537
41367	Skin-Cancer	GSE66368	GSM1620813	T	None	11.663558
41368	Skin-Cancer	GSE66368	GSM1620814	T	None	11.829327
41369	Skin-Cancer	GSE66368	GSM1620815	T	None	12.115369
41370	Skin-Cancer	GSE66368	GSM1620816	T	None	11.621594
41371	Skin-Cancer	GSE66368	GSM1620817	T	None	12.505067
41449	Skin-Cancer	GSE7307	GSM175967	T	None	9.157347
41450	Skin-Cancer	GSE7307	GSM175996	T	None	10.269127
41451	Skin-Cancer	GSE7307	GSM175998	T	None	8.011228
41453	Skin-Cancer	GSE7553	GSM183218	T	None	10.621136
41454	Skin-Cancer	GSE7553	GSM183219	T	None	10.2842455
41455	Skin-Cancer	GSE7553	GSM183220	T	None	10.619303
41456	Skin-Cancer	GSE7553	GSM183221	T	None	9.729621
41457	Skin-Cancer	GSE7553	GSM183222	T	None	9.507794
41458	Skin-Cancer	GSE7553	GSM183223	T	None	10.264442
41459	Skin-Cancer	GSE7553	GSM183225	T	None	10.982281
41460	Skin-Cancer	GSE7553	GSM183226	T	None	12.123798
41461	Skin-Cancer	GSE7553	GSM183227	T	None	12.032735
41462	Skin-Cancer	GSE7553	GSM183228	T	None	12.075145
41463	Skin-Cancer	GSE7553	GSM183229	T	None	11.476747
41464	Skin-Cancer	GSE7553	GSM183230	T	None	11.55267
41465	Skin-Cancer	GSE7553	GSM183231	T	None	11.128639
41466	Skin-Cancer	GSE7553	GSM183232	T	None	11.75447
41467	Skin-Cancer	GSE7553	GSM183233	T	None	12.095067
41468	Skin-Cancer	GSE7553	GSM183235	T	None	11.702172
41469	Skin-Cancer	GSE7553	GSM183236	T	None	9.642052
41470	Skin-Cancer	GSE7553	GSM183237	T	None	10.932953
41471	Skin-Cancer	GSE7553	GSM183238	T	None	8.693487
41472	Skin-Cancer	GSE7553	GSM183239	T	None	10.299208
41473	Skin-Cancer	GSE7553	GSM183240	T	None	10.312883
41474	Skin-Cancer	GSE7553	GSM183241	T	None	10.717676
41475	Skin-Cancer	GSE7553	GSM183242	T	None	10.668885
41476	Skin-Cancer	GSE7553	GSM183243	T	None	9.917372
41477	Skin-Cancer	GSE7553	GSM183244	T	None	9.8902645
41478	Skin-Cancer	GSE7553	GSM183245	T	None	10.40088
41479	Skin-Cancer	GSE7553	GSM183246	T	None	9.921841
41480	Skin-Cancer	GSE7553	GSM183247	T	None	10.220378
41481	Skin-Cancer	GSE7553	GSM183248	T	None	10.072803
41482	Skin-Cancer	GSE7553	GSM183249	T	None	9.700439
41483	Skin-Cancer	GSE7553	GSM183250	T	None	9.330916
41484	Skin-Cancer	GSE7553	GSM183251	T	None	11.224002
41485	Skin-Cancer	GSE7553	GSM183252	T	None	10.5736475
41486	Skin-Cancer	GSE7553	GSM183253	T	None	10.715962
41487	Skin-Cancer	GSE7553	GSM183254	T	None	10.670656
41488	Skin-Cancer	GSE7553	GSM183255	T	None	10.943248
41489	Skin-Cancer	GSE7553	GSM183256	T	None	10.191059
41490	Skin-Cancer	GSE7553	GSM183257	T	None	12.066425
41491	Skin-Cancer	GSE7553	GSM183258	T	None	11.536247
41492	Skin-Cancer	GSE7553	GSM183259	T	None	10.984419
41493	Skin-Cancer	GSE7553	GSM183260	T	None	11.771077
41494	Skin-Cancer	GSE7553	GSM183261	T	None	10.873445
41495	Skin-Cancer	GSE7553	GSM183262	T	None	9.670656
41496	Skin-Cancer	GSE7553	GSM183263	T	None	9.982993
41497	Skin-Cancer	GSE7553	GSM183264	T	None	9.962896
41498	Skin-Cancer	GSE7553	GSM183265	T	None	11.952742
41499	Skin-Cancer	GSE7553	GSM183266	T	None	11.016111
41500	Skin-Cancer	GSE7553	GSM183267	T	None	9.152285
41501	Skin-Cancer	GSE7553	GSM183268	T	None	11.216746
41502	Skin-Cancer	GSE7553	GSM183269	T	None	10.144658
41503	Skin-Cancer	GSE7553	GSM183270	T	None	10.288866
41504	Skin-Cancer	GSE7553	GSM183271	T	None	9.784635
41505	Skin-Cancer	GSE7553	GSM183272	T	None	10.047124
41506	Skin-Cancer	GSE7553	GSM183273	T	None	10.744834
41507	Skin-Cancer	GSE7553	GSM183274	T	None	10.2526655
41508	Skin-Cancer	GSE7553	GSM183275	T	None	12.5731735
41509	Skin-Cancer	GSE7553	GSM183276	T	None	10.888743
41510	Skin-Cancer	GSE7553	GSM183277	T	None	10.091435
41511	Skin-Cancer	GSE7553	GSM183278	T	None	11.565102
41512	Skin-Cancer	GSE7553	GSM183279	T	None	10.192293
41513	Skin-Cancer	GSE7553	GSM183280	T	None	8.629356
41514	Skin-Cancer	GSE7553	GSM183281	T	None	10.63934
41515	Skin-Cancer	GSE7553	GSM183282	T	None	10.411511
41516	Skin-Cancer	GSE7553	GSM183283	T	None	11.655084
41517	Skin-Cancer	GSE7553	GSM183284	T	None	9.465567
41518	Skin-Cancer	GSE7553	GSM183285	T	None	11.8603115
41519	Skin-Cancer	GSE7553	GSM183286	T	None	11.789126
41520	Skin-Cancer	GSE7553	GSM183287	T	None	11.560333
41521	Skin-Cancer	GSE7553	GSM183288	T	None	10.429407
41522	Skin-Cancer	GSE7553	GSM183289	T	None	11.00422
41523	Skin-Cancer	GSE7553	GSM183290	T	None	12.27874
41524	Skin-Cancer	GSE7553	GSM183291	T	None	10.041659
41525	Skin-Cancer	GSE7553	GSM183292	T	None	11.325305
41526	Skin-Cancer	GSE7553	GSM183293	T	None	11.690434
41527	Skin-Cancer	GSE7553	GSM183294	T	None	10.463525
41528	Skin-Cancer	GSE7553	GSM183295	T	None	10.949097
41529	Skin-Cancer	GSE7553	GSM183296	T	None	11.81298
41530	Skin-Cancer	GSE7553	GSM183297	T	None	9.681238
41531	Skin-Cancer	GSE7553	GSM183298	T	None	10.980854
41532	Skin-Cancer	GSE7553	GSM183299	T	None	11.591055
41533	Skin-Cancer	GSE7553	GSM183303	T	None	10.582142
41534	Skin-Cancer	GSE7553	GSM183304	T	None	10.227616
41549	Skin-Cancer	GSE10282	GSM259617	T	None	10.278449
41550	Skin-Cancer	GSE10282	GSM259618	T	None	10.3072
41551	Skin-Cancer	GSE10282	GSM259619	T	None	10.199673
41552	Skin-Cancer	GSE10282	GSM259620	T	None	11.682556
41553	Skin-Cancer	GSE10282	GSM259621	T	None	11.202124
41554	Skin-Cancer	GSE10282	GSM259622	T	None	9.899357
41555	Skin-Cancer	GSE10282	GSM259623	T	None	11.027906
41556	Skin-Cancer	GSE10282	GSM259624	T	None	10.904634
41557	Skin-Cancer	GSE10282	GSM259625	T	None	9.9307375
41558	Skin-Cancer	GSE10282	GSM259626	T	None	9.705632
41559	Skin-Cancer	GSE10282	GSM259627	T	None	10.062046
41560	Skin-Cancer	GSE10282	GSM259628	T	None	9.782998
41561	Skin-Cancer	GSE10282	GSM259629	T	None	10.599913
41562	Skin-Cancer	GSE10282	GSM259630	T	None	10.067434
41563	Skin-Cancer	GSE10282	GSM259631	T	None	9.584963
41564	Skin-Cancer	GSE10282	GSM259632	T	None	9.951284
41565	Skin-Cancer	GSE10282	GSM259633	T	None	9.946906
41566	Skin-Cancer	GSE10282	GSM259634	T	None	10.288866
41567	Skin-Cancer	GSE10282	GSM259635	T	None	10.388018
41568	Skin-Cancer	GSE10282	GSM259636	T	None	11.055961
41569	Skin-Cancer	GSE10282	GSM259637	T	None	11.3337145
41570	Skin-Cancer	GSE10282	GSM259638	T	None	10.999295
41571	Skin-Cancer	GSE10282	GSM259639	T	None	9.219169
41572	Skin-Cancer	GSE10282	GSM259640	T	None	8.636624
41573	Skin-Cancer	GSE10282	GSM259641	T	None	11.744413
41574	Skin-Cancer	GSE10282	GSM259642	T	None	11.948367
41575	Skin-Cancer	GSE10282	GSM259643	T	None	11.429407
41576	Skin-Cancer	GSE10282	GSM259644	T	None	9.813781
41577	Skin-Cancer	GSE10282	GSM259645	T	None	9.812178
41578	Skin-Cancer	GSE10282	GSM259646	T	None	10.715104
41579	Skin-Cancer	GSE10282	GSM259647	T	None	9.968667
41580	Skin-Cancer	GSE10282	GSM259648	T	None	10.689124
41581	Skin-Cancer	GSE10282	GSM259649	T	None	9.310613
41582	Skin-Cancer	GSE10282	GSM259650	T	None	9.2620945
41583	Skin-Cancer	GSE10282	GSM259651	T	None	9.567956
41584	Skin-Cancer	GSE10282	GSM259652	T	None	9.417852
41585	Skin-Cancer	GSE10282	GSM259653	T	None	9.571753
41586	Skin-Cancer	GSE10282	GSM259654	T	None	10.72707
41587	Skin-Cancer	GSE10282	GSM259655	T	None	10.864186
41588	Skin-Cancer	GSE10282	GSM259656	T	None	8.447083
41589	Skin-Cancer	GSE10282	GSM259657	T	None	8.243174
41590	Skin-Cancer	GSE10282	GSM259658	T	None	10.945444
41591	Skin-Cancer	GSE10282	GSM259659	T	None	10.711667
41608	Skin-Cancer	GSE14905	GSM372286	T	None	9.61471
41609	Skin-Cancer	GSE2109	GSM38097	T	None	9.375039
41610	Skin-Cancer	GSE15605	GSM390224	T	None	9.216746
41611	Skin-Cancer	GSE15605	GSM390225	T	None	10.216746
41612	Skin-Cancer	GSE15605	GSM390226	T	None	10.5736475
41613	Skin-Cancer	GSE15605	GSM390227	T	None	9.599913
41614	Skin-Cancer	GSE15605	GSM390228	T	None	10.393391
41615	Skin-Cancer	GSE15605	GSM390229	T	None	9.560333
41616	Skin-Cancer	GSE15605	GSM390230	T	None	10.3072
41617	Skin-Cancer	GSE15605	GSM390231	T	None	9.746514
41618	Skin-Cancer	GSE15605	GSM390232	T	None	9.413628
41619	Skin-Cancer	GSE15605	GSM390233	T	None	9.748193
41620	Skin-Cancer	GSE15605	GSM390234	T	None	9.920353
41621	Skin-Cancer	GSE15605	GSM390235	T	None	9.948367
41622	Skin-Cancer	GSE15605	GSM390236	T	None	9.3663225
41623	Skin-Cancer	GSE15605	GSM390237	T	None	10.258566
41624	Skin-Cancer	GSE15605	GSM390238	T	None	8.430452
41625	Skin-Cancer	GSE15605	GSM390239	T	None	10.286558
41626	Skin-Cancer	GSE15605	GSM390240	T	None	10.513727
41627	Skin-Cancer	GSE15605	GSM390241	T	None	9.002815
41628	Skin-Cancer	GSE15605	GSM390242	T	None	10.35975
41629	Skin-Cancer	GSE15605	GSM390243	T	None	10.772315
41630	Skin-Cancer	GSE15605	GSM390244	T	None	10.347621
41631	Skin-Cancer	GSE15605	GSM390245	T	None	9.3663225
41632	Skin-Cancer	GSE15605	GSM390246	T	None	10.2620945
41633	Skin-Cancer	GSE15605	GSM390247	T	None	10.321928
41634	Skin-Cancer	GSE15605	GSM390248	T	None	10.460456
41635	Skin-Cancer	GSE15605	GSM390249	T	None	10.033423
41636	Skin-Cancer	GSE15605	GSM390250	T	None	9.722808
41637	Skin-Cancer	GSE15605	GSM390251	T	None	8.83289
41638	Skin-Cancer	GSE15605	GSM390252	T	None	11.991167
41639	Skin-Cancer	GSE15605	GSM390253	T	None	9.353147
41640	Skin-Cancer	GSE15605	GSM390254	T	None	11.085472
41641	Skin-Cancer	GSE15605	GSM390255	T	None	10.571753
41642	Skin-Cancer	GSE15605	GSM390256	T	None	9.881114
41643	Skin-Cancer	GSE15605	GSM390257	T	None	10.856425
41644	Skin-Cancer	GSE15605	GSM390258	T	None	10.231221
41645	Skin-Cancer	GSE15605	GSM390259	T	None	9.714246
41646	Skin-Cancer	GSE15605	GSM390260	T	None	10.619303
41647	Skin-Cancer	GSE15605	GSM390261	T	None	10.113742
41648	Skin-Cancer	GSE15605	GSM390262	T	None	9.55267
41649	Skin-Cancer	GSE15605	GSM390263	T	None	10.319673
41650	Skin-Cancer	GSE15605	GSM390264	T	None	9.599913
41651	Skin-Cancer	GSE15605	GSM390265	T	None	11.662223
41652	Skin-Cancer	GSE15605	GSM390266	T	None	9.981567
41653	Skin-Cancer	GSE15605	GSM390267	T	None	9.008429
41654	Skin-Cancer	GSE15605	GSM390268	T	None	9.771489
41655	Skin-Cancer	GSE15605	GSM390269	T	None	9.368506
41656	Skin-Cancer	GSE15605	GSM390270	T	None	10.638436
41657	Skin-Cancer	GSE15605	GSM390271	T	None	9.786269
41658	Skin-Cancer	GSE15605	GSM390272	T	None	9.372865
41659	Skin-Cancer	GSE15605	GSM390273	T	None	9.79279
41660	Skin-Cancer	GSE15605	GSM390274	T	None	11.163021
41661	Skin-Cancer	GSE15605	GSM390275	T	None	10.4346285
41662	Skin-Cancer	GSE15605	GSM390276	T	None	8.308339
41663	Skin-Cancer	GSE15605	GSM390277	T	None	9.609179
41664	Skin-Cancer	GSE15605	GSM390278	T	None	9.467606
41665	Skin-Cancer	GSE15605	GSM390279	T	None	10.779719
41666	Skin-Cancer	GSE15605	GSM390280	T	None	9.457381
41667	Skin-Cancer	GSE15605	GSM390281	T	None	9.247928
41668	Skin-Cancer	GSE16524	GSM415037	T	None	11.432542
41669	Skin-Cancer	GSE19234	GSM476606	T	None	9.638436
41670	Skin-Cancer	GSE19234	GSM476607	T	None	10.555548
41671	Skin-Cancer	GSE19234	GSM476608	T	None	10.333156
41672	Skin-Cancer	GSE19234	GSM476609	T	None	9.703903
41673	Skin-Cancer	GSE19234	GSM476610	T	None	10.7690115
41674	Skin-Cancer	GSE19234	GSM476611	T	None	10.124122
41675	Skin-Cancer	GSE19234	GSM476612	T	None	11.550747
41676	Skin-Cancer	GSE19234	GSM476613	T	None	9.828136
41677	Skin-Cancer	GSE19234	GSM476614	T	None	10.550747
41678	Skin-Cancer	GSE19234	GSM476615	T	None	9.392318
41679	Skin-Cancer	GSE19234	GSM476616	T	None	9.501837
41680	Skin-Cancer	GSE19234	GSM476617	T	None	8.873445
41681	Skin-Cancer	GSE19234	GSM476618	T	None	9.413628
41682	Skin-Cancer	GSE19234	GSM476619	T	None	10.652845
41683	Skin-Cancer	GSE19234	GSM476620	T	None	8.113742
41684	Skin-Cancer	GSE19234	GSM476621	T	None	9.405142
41685	Skin-Cancer	GSE19234	GSM476622	T	None	10.475734
41686	Skin-Cancer	GSE19234	GSM476623	T	None	9.475734
41687	Skin-Cancer	GSE19234	GSM476624	T	None	11.296916
41688	Skin-Cancer	GSE19234	GSM476625	T	None	11.668885
41689	Skin-Cancer	GSE19234	GSM476626	T	None	9.837628
41690	Skin-Cancer	GSE19234	GSM476627	T	None	9.774787
41691	Skin-Cancer	GSE19234	GSM476628	T	None	12.544965
41692	Skin-Cancer	GSE19234	GSM476629	T	None	10.949826
41693	Skin-Cancer	GSE19234	GSM476630	T	None	11.158609
41694	Skin-Cancer	GSE19234	GSM476631	T	None	11.352043
41695	Skin-Cancer	GSE19234	GSM476632	T	None	10.483816
41696	Skin-Cancer	GSE19234	GSM476633	T	None	10.764042
41697	Skin-Cancer	GSE19234	GSM476634	T	None	11.0741415
41698	Skin-Cancer	GSE19234	GSM476635	T	None	10.699573
41699	Skin-Cancer	GSE19234	GSM476636	T	None	11.6515
41700	Skin-Cancer	GSE19234	GSM476637	T	None	10.870365
41701	Skin-Cancer	GSE19234	GSM476638	T	None	10.226412
41702	Skin-Cancer	GSE19234	GSM476639	T	None	10.118941
41703	Skin-Cancer	GSE19234	GSM476640	T	None	10.409391
41704	Skin-Cancer	GSE19234	GSM476641	T	None	9.867279
41705	Skin-Cancer	GSE19234	GSM476642	T	None	11.057992
41706	Skin-Cancer	GSE19234	GSM476643	T	None	10.0223675
41707	Skin-Cancer	GSE19234	GSM476644	T	None	10.599913
41708	Skin-Cancer	GSE19234	GSM476645	T	None	10.303781
41709	Skin-Cancer	GSE19234	GSM476646	T	None	11.730045
41710	Skin-Cancer	GSE19234	GSM476647	T	None	11.1369915
41711	Skin-Cancer	GSE19234	GSM476648	T	None	8.754888
41712	Skin-Cancer	GSE19234	GSM476649	T	None	10.142107
41713	Skin-Cancer	GSE19293	GSM478912	T	None	11.682556
41714	Skin-Cancer	GSE19293	GSM478913	T	None	11.202124
41715	Skin-Cancer	GSE19293	GSM478914	T	None	9.899357
41716	Skin-Cancer	GSE19293	GSM478915	T	None	11.027906
41717	Skin-Cancer	GSE19293	GSM478916	T	None	10.904634
41718	Skin-Cancer	GSE19293	GSM478917	T	None	9.9307375
41719	Skin-Cancer	GSE19293	GSM478918	T	None	9.705632
41720	Skin-Cancer	GSE19293	GSM478919	T	None	10.062046
41721	Skin-Cancer	GSE19293	GSM478920	T	None	9.782998
41722	Skin-Cancer	GSE19293	GSM478921	T	None	10.599913
41723	Skin-Cancer	GSE19293	GSM478922	T	None	10.067434
41724	Skin-Cancer	GSE19293	GSM478923	T	None	9.584963
41725	Skin-Cancer	GSE19293	GSM478924	T	None	9.951284
41726	Skin-Cancer	GSE19293	GSM478925	T	None	9.946906
41727	Skin-Cancer	GSE19293	GSM478926	T	None	10.288866
41728	Skin-Cancer	GSE19293	GSM478927	T	None	10.388018
41729	Skin-Cancer	GSE19293	GSM478928	T	None	11.055961
41730	Skin-Cancer	GSE19293	GSM478929	T	None	11.3337145
41731	Skin-Cancer	GSE19293	GSM478930	T	None	10.999295
41732	Skin-Cancer	GSE19293	GSM478931	T	None	9.219169
41733	Skin-Cancer	GSE19293	GSM478932	T	None	8.636624
41734	Skin-Cancer	GSE19293	GSM478933	T	None	11.744413
41735	Skin-Cancer	GSE19293	GSM478934	T	None	11.948367
41736	Skin-Cancer	GSE19293	GSM478935	T	None	11.429407
41737	Skin-Cancer	GSE19293	GSM478936	T	None	9.813781
41738	Skin-Cancer	GSE19293	GSM478937	T	None	9.812178
41739	Skin-Cancer	GSE19293	GSM478938	T	None	10.715104
41740	Skin-Cancer	GSE19293	GSM478939	T	None	9.968667
41741	Skin-Cancer	GSE19293	GSM478940	T	None	10.689124
41742	Skin-Cancer	GSE19293	GSM478941	T	None	9.310613
41743	Skin-Cancer	GSE19293	GSM478942	T	None	9.2620945
41744	Skin-Cancer	GSE19293	GSM478943	T	None	9.567956
41745	Skin-Cancer	GSE19293	GSM478944	T	None	9.417852
41746	Skin-Cancer	GSE19293	GSM478945	T	None	9.571753
41747	Skin-Cancer	GSE19293	GSM478946	T	None	10.72707
41748	Skin-Cancer	GSE19293	GSM478947	T	None	10.864186
41749	Skin-Cancer	GSE19293	GSM478948	T	None	8.447083
41750	Skin-Cancer	GSE19293	GSM478949	T	None	8.243174
41751	Skin-Cancer	GSE19293	GSM478950	T	None	10.945444
41752	Skin-Cancer	GSE19293	GSM478951	T	None	10.711667
41753	Skin-Cancer	GSE19293	GSM478952	T	None	9.938109
41754	Skin-Cancer	GSE19293	GSM478953	T	None	9.859535
41755	Skin-Cancer	GSE19293	GSM478954	T	None	9.784635
41756	Skin-Cancer	GSE19293	GSM478955	T	None	10.713387
41757	Skin-Cancer	GSE19293	GSM478956	T	None	12.437232
41758	Skin-Cancer	GSE19293	GSM478957	T	None	12.043369
41759	Skin-Cancer	GSE19293	GSM478958	T	None	9.674192
41760	Skin-Cancer	GSE19293	GSM478959	T	None	10.898602
41761	Skin-Cancer	GSE19293	GSM478960	T	None	10.304922
41762	Skin-Cancer	GSE19293	GSM478961	T	None	10.916626
41763	Skin-Cancer	GSE19293	GSM478962	T	None	11.6510515
41764	Skin-Cancer	GSE19293	GSM478963	T	None	9.131857
41767	Skin-Cancer	GSE22968	GSM566976	T	None	10.354249
41768	Skin-Cancer	GSE22968	GSM566978	T	None	9.927778
41769	Skin-Cancer	GSE22968	GSM566979	T	None	9.779719
41770	Skin-Cancer	GSE22968	GSM566981	T	None	10.96145
41771	Skin-Cancer	GSE22968	GSM566983	T	None	8.707359
41772	Skin-Cancer	GSE22968	GSM566986	T	None	11.881114
41773	Skin-Cancer	GSE22968	GSM566988	T	None	9.903882
41774	Skin-Cancer	GSE22968	GSM566990	T	None	10.838416
41775	Skin-Cancer	GSE22968	GSM566992	T	None	9.566054
41776	Skin-Cancer	GSE22968	GSM566997	T	None	10.255029
41777	Skin-Cancer	GSE22968	GSM567000	T	None	10.7565565
41778	Skin-Cancer	GSE22968	GSM567002	T	None	10.959277
41803	Skin-Cancer	GSE31879	GSM790543	T	None	9.7414665
41804	Skin-Cancer	GSE31879	GSM790544	T	None	10.389093
41805	Skin-Cancer	GSE31879	GSM790545	T	None	9.797662
41806	Skin-Cancer	GSE31879	GSM790548	T	None	10.8626375
41807	Skin-Cancer	GSE31879	GSM790549	T	None	10.198445
41808	Skin-Cancer	GSE31879	GSM790550	T	None	9.917372
41809	Skin-Cancer	GSE31879	GSM790552	T	None	12.007378
41810	Skin-Cancer	GSE31879	GSM790553	T	None	10.588715
41811	Skin-Cancer	GSE31879	GSM790554	T	None	10.210671
41812	Skin-Cancer	GSE31879	GSM790555	T	None	10.290019
41813	Skin-Cancer	GSE31879	GSM790556	T	None	10.622967
41857	Skin-Cancer	GSE35640	GSM872328	T	None	7.6865005
41858	Skin-Cancer	GSE35640	GSM872329	T	None	10.371777
41859	Skin-Cancer	GSE35640	GSM872330	T	None	9.485829
41860	Skin-Cancer	GSE35640	GSM872331	T	None	9.346514
41861	Skin-Cancer	GSE35640	GSM872332	T	None	8.686501
41862	Skin-Cancer	GSE35640	GSM872333	T	None	9.432542
41863	Skin-Cancer	GSE35640	GSM872334	T	None	10.336507
41864	Skin-Cancer	GSE35640	GSM872335	T	None	9.616549
41865	Skin-Cancer	GSE35640	GSM872336	T	None	10.557464
41866	Skin-Cancer	GSE35640	GSM872337	T	None	10.745674
41867	Skin-Cancer	GSE35640	GSM872338	T	None	9.424167
41868	Skin-Cancer	GSE35640	GSM872339	T	None	10.166163
41869	Skin-Cancer	GSE35640	GSM872340	T	None	8.8008995
41870	Skin-Cancer	GSE35640	GSM872341	T	None	11.153552
41871	Skin-Cancer	GSE35640	GSM872342	T	None	10.5961895
41872	Skin-Cancer	GSE35640	GSM872343	T	None	9.447083
41873	Skin-Cancer	GSE35640	GSM872344	T	None	9.103288
41874	Skin-Cancer	GSE35640	GSM872345	T	None	9.485829
41875	Skin-Cancer	GSE35640	GSM872346	T	None	8.299208
41876	Skin-Cancer	GSE35640	GSM872347	T	None	9.35975
41877	Skin-Cancer	GSE35640	GSM872348	T	None	9.834471
41878	Skin-Cancer	GSE35640	GSM872349	T	None	10.743993
41879	Skin-Cancer	GSE35640	GSM872350	T	None	9.396605
41880	Skin-Cancer	GSE35640	GSM872351	T	None	10.072803
41881	Skin-Cancer	GSE35640	GSM872352	T	None	10.9128895
41882	Skin-Cancer	GSE35640	GSM872353	T	None	10.056638
